FID	IID	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	expr_LNPEP
NA20774	NA20774	0.0128	-0.0611564	0.0293291	-0.0628014	0.0474687	-0.0207643	-0.0368161	0.0063311	-0.0025026	-0.0184272	11.4696390505473
NA20778	NA20778	0.0171069	-0.0543875	0.0338984	-0.0510879	0.0593482	-0.00601391	-0.00545256	-0.00338985	-0.0338648	-0.058106	13.5526171538345
NA20783	NA20783	0.0149499	-0.0652515	0.0311638	-0.0710198	0.0436664	-0.00721174	0.0135868	-0.00172584	0.0377153	0.0267344	16.5156766895437
NA20785	NA20785	0.00824078	-0.0578553	0.0321156	-0.0755045	0.00516167	0.00420072	-0.00341253	-0.0206936	0.035097	-0.0264428	16.5530489907724
NA20786	NA20786	0.0253417	-0.0609983	0.027365	-0.0740217	0.0831257	-0.013494	0.018666	0.0267226	0.0135173	0.0285456	13.0924935506545
NA20787	NA20787	0.0171523	-0.0648014	0.0290494	-0.0828025	0.0541332	0.0174238	-0.000934987	-0.0341071	0.0915684	0.0131962	11.2284444170232
NA20790	NA20790	0.0159427	-0.0586883	0.0250726	-0.0659031	0.0606526	-0.0219598	0.0288415	-0.0229647	0.070415	0.0285631	11.6468097964488
NA20792	NA20792	0.0263954	-0.0597731	0.0348154	-0.0570513	0.0765584	0.00057201	-0.025646	-0.0200757	0.0159722	-0.034627	12.7583212684756
NA20795	NA20795	0.0189274	-0.0644487	0.0220946	-0.0823497	0.0971818	0.00443232	0.0108121	-0.0215534	0.0411543	0.0849722	12.4939942961052
NA20796	NA20796	0.0257287	-0.0584646	0.0251406	-0.0657609	0.0846312	-0.0115117	0.0407617	-0.013086	0.0342772	0.0196243	14.7793265683067
NA20797	NA20797	0.0156459	-0.0601698	0.0191775	-0.0600968	0.0246347	-0.0179377	-0.0127606	-0.000936871	0.0177706	-0.00490495	11.2471015232097
NA20798	NA20798	0.0184717	-0.0593236	0.0318456	-0.0724184	0.047567	0.00177912	0.0121646	0.0167217	0.0771079	0.0211881	13.1266401330788
NA20799	NA20799	0.0221699	-0.0634633	0.025208	-0.0558618	0.0413131	-0.00421695	-0.00803293	-0.0343298	0.0609217	-0.00107396	7.43094953591382
NA20800	NA20800	0.0217049	-0.060385	0.0309454	-0.056732	0.0539853	-0.00748669	0.00449807	0.0101935	0.00954978	-0.0754966	11.075256574311
NA20801	NA20801	0.0173176	-0.05978	0.0256018	-0.0750967	0.0479617	0.00806851	0.0124703	-0.0420811	0.0684063	0.0915934	12.4264044228208
NA20802	NA20802	0.0237013	-0.062534	0.0260516	-0.0665437	0.0691169	0.0154734	0.0378162	-0.0152216	0.0541863	0.0481406	13.5940402398988
NA20803	NA20803	0.0224149	-0.0592659	0.0338648	-0.0522421	0.0409752	-0.0112549	0.0122193	-0.0303632	0.0616029	-0.0471536	12.7538890779861
NA20804	NA20804	0.0045681	-0.0632427	0.0414829	-0.0720837	0.0195818	0.00892958	-0.0174029	-0.0339036	0.049405	-0.0406823	14.1439952709668
NA20805	NA20805	0.0173472	-0.0641743	0.0321046	-0.0798048	0.0752808	-0.0127159	-0.00384804	-0.0085937	-0.00802431	0.00968062	12.5898225181488
NA20806	NA20806	0.0185787	-0.0602977	0.0243203	-0.0699019	0.0382991	0.00470139	-0.0259145	0.0263427	0.0799452	-0.0113567	10.5738923287751
NA20807	NA20807	0.0199876	-0.0558255	0.0260232	-0.0491453	0.0367541	-0.00730171	-0.0200723	0.0437978	-0.0170083	-0.133647	8.9371852462285
NA20808	NA20808	0.0141538	-0.0623392	0.0366129	-0.0852324	0.013005	0.00875853	-0.019365	-0.0192974	0.00851226	-0.0959685	12.3830710383694
NA20809	NA20809	0.00989844	-0.0601112	0.0388904	-0.0597614	0.0169539	-0.0061644	-0.0380964	-0.0089934	-0.0469946	-0.0807843	13.0703700950194
NA20810	NA20810	0.0152337	-0.0630717	0.0241529	-0.0700271	0.0468762	-0.00602211	-0.0131785	0.00841682	-0.00045431	0.0210122	13.187355145798
NA20811	NA20811	0.00687823	-0.0577111	0.0273375	-0.0733821	0.0100339	-0.0369274	0.00973387	0.0183925	0.00748799	0.00097331	11.6081041160532
NA20812	NA20812	0.00925529	-0.0585592	0.0313503	-0.0703115	0.0207681	-0.0083454	-0.0111497	-0.0594406	0.0323265	0.0657919	11.8868799682699
NA20813	NA20813	0.00848537	-0.0613224	0.0357303	-0.0752052	0.0049718	-0.0135414	-0.0152381	0.0130397	-9.20824e-06	-0.0142536	11.621583350582
NA20814	NA20814	0.00578891	-0.0559066	0.0321042	-0.0738926	0.0219901	-0.00560409	0.000630511	-0.0075179	0.0184721	-0.0090682	12.0676646577126
NA20815	NA20815	0.00853044	-0.0584042	0.0309449	-0.0675295	0.0219428	0.00840455	-0.0193869	-0.0161073	0.0693709	-0.0539359	13.4401362180954
NA20816	NA20816	0.00126311	-0.0630912	0.030085	-0.0944162	0.00665697	-0.000892646	0.0116559	0.00435584	-0.0529635	-0.0651347	12.9432529601131
NA20819	NA20819	0.0281125	-0.04327	0.0106084	-0.0428222	0.0900302	-0.0252548	-0.0393372	-0.00908259	-0.00430473	-0.0160663	16.6881165656664
NA20826	NA20826	0.00845739	-0.0604363	0.0364944	-0.0738059	0.0280944	0.00125691	-0.028393	-0.00772841	-0.0592064	-0.0758606	12.5465265570537
NA20828	NA20828	0.0058474	-0.0634307	0.0354383	-0.06863	0.0436759	-0.0249301	-0.0443971	-0.000918696	-0.109022	-0.0572754	11.4954686632045
